code;nameja;kana
2220335;沼津市原;ぬまづしはら
2220601;三島市東本町;みしましひがしほんちょう
2220630;三島市大社町;みしましたいしゃちょう
2220701;富士宮市弓沢町;ふじのみやしゆみざわちょう
2220721;富士宮市野中;ふじのみやしのなか
2220730;富士宮市猪之頭;ふじのみやしいのかしら
2220731;富士宮市長貫;ふじのみやしながぬき
2221000;富士市富士総合運動公園;ふじしふじそうごううんどうこうえん
2221031;富士市本市場;ふじしもといちば
2221032;富士市永田町;ふじしながたちょう
2221034;富士市岩渕;ふじしいわぶち
2221035;富士市吉永;ふじしよしなが
2221036;富士市大淵;ふじしおおぶち
2221500;御殿場市萩原;ごてんばしはぎわら
2221521;御殿場市茱萸沢;ごてんばしぐみざわ
2221530;御殿場市竈;ごてんばしかまど
2222020;裾野市石脇;すそのしいしわき
2222030;裾野市佐野;すそのしさの
2234131;静岡清水町堂庭;しずおかしみずちょうどうにわ
2234230;長泉町中土狩;ながいずみちょうなかとがり
2234430;小山町藤曲;おやまちょうふじまがり
2234431;小山町須走;おやまちょうすばしり
2220901;島田市川根町家山;しまだしかわねちょういえやま
2220903;島田市元島田;しまだしもとしまだ
2220920;島田市川根町笹間上;しまだしかわねちょうささまかみ
2220931;島田市金谷代官町;しまだしかなやだいかんちょう
2221231;焼津市宗高;やいづしむなだか
2221233;焼津市石津;やいづしいしづ
2221430;藤枝市瀬戸新屋;ふじえだしせとあらや
2221431;藤枝市岡出山;ふじえだしおかでやま
2221432;藤枝市岡部町岡部;ふじえだしおかべちょうおかべ
2242430;吉田町住吉;よしだちょうすみよし
2210201;静岡駿河区曲金;しずおかするがくまがりかね
2210231;静岡駿河区用宗;しずおかするがくもちむね
2210120;静岡葵区駒形通;しずおかあおいくこまがたどおり
2210121;静岡葵区梅ヶ島;しずおかあおいくうめがしま
2210130;静岡葵区追手町県庁;しずおかあおいくおうてまちけんちょう
2210131;静岡葵区追手町市役所;しずおかあおいくおうてまちしやくしょ
2210300;静岡清水区千歳町;しずおかしみずくちとせちょう
2210321;静岡清水区蒲原新栄;しずおかしみずくかんばらしんえい
2210333;静岡清水区由比北田;しずおかしみずくゆいきただ
2210334;静岡清水区谷津;しずおかしみずくやつ
2242920;川根本町東藤川;かわねほんちょうひがしふじかわ
2242930;川根本町上長尾;かわねほんちょうかみながお
2222600;牧之原市鬼女新田;まきのはらしきじょしんでん
2222620;牧之原市静波;まきのはらししずなみ
2221130;磐田市見付;いわたしみつけ
2221131;磐田市国府台;いわたしこうのだい
2221132;磐田市福田;いわたしふくで
2221133;磐田市岡;いわたしおか
2221135;磐田市下野部;いわたししものべ
2221300;掛川市篠場;かけがわししのんば
2221330;掛川市西大渕;かけがわしにしおおぶち
2221331;掛川市三俣;かけがわしみつまた
2221340;掛川市長谷;かけがわしながや
2221600;袋井市新屋;ふくろいしあらや
2221630;袋井市浅名;ふくろいしあさな
2222131;湖西市新居町浜名;こさいしあらいちょうはまな
2222140;湖西市吉美;こさいしきび
2246131;静岡森町森;しずおかもりまちもり
2222301;御前崎市御前崎;おまえざきしおまえざき
2222330;御前崎市池新田;おまえざきしいけしんでん
2222430;静岡菊川市赤土;しずおかきくがわしあかつち
2222431;静岡菊川市堀之内;しずおかきくがわしほりのうち
2213801;浜松中央区高丘東;はままつちゅうおうくたかおかひがし
2213820;浜松中央区三組町;はままつちゅうおうくみくみちょう
2213831;浜松中央区元城町;はままつちゅうおうくもとしろちょう
2213832;浜松中央区流通元町;はままつちゅうおうくりゅうつうもとまち
2213833;浜松中央区舞阪町;はままつちゅうおうくまいさかちょう
2213834;浜松中央区雄踏;はままつちゅうおうくゆうとう
2213835;浜松中央区江之島町;はままつちゅうおうくえのしまちょう
2213900;浜松浜名区三ヶ日町;はままつはまなくみっかびちょう
2213901;浜松浜名区滝沢町;はままつはまなくたきさわちょう
2213930;浜松浜名区細江町;はままつはまなくほそえちょう
2213932;浜松浜名区西美薗;はままつはまなくにしみその
2214020;浜松天竜区春野町;はままつてんりゅうくはるのちょう
2214022;浜松天竜区佐久間町;はままつてんりゅうくさくまちょう
2214030;浜松天竜区二俣町鹿島;はままつてんりゅうくふたまたちょうかじま
2214034;浜松天竜区水窪町;はままつてんりゅうくみさくぼちょう
2214036;浜松天竜区龍山町;はままつてんりゅうくたつやまちょう
2320100;豊橋市向山;とよはししむかいやま
2320130;豊橋市東松山町;とよはししひがしまつやまちょう
2320732;豊川市赤坂町;とよかわしあかさかちょう
2320735;豊川市小坂井町;とよかわしこざかいちょう
2320736;豊川市諏訪;とよかわしすわ
2320737;豊川市一宮町;とよかわしいちのみやちょう
2320738;豊川市御津町;とよかわしみとちょう
2321420;蒲郡市御幸町;がまごおりしみゆきちょう
2321431;蒲郡市水竹町;がまごおりしみずたけちょう
2322100;新城市乗本;しんしろしのりもと
2322102;新城市作手清岳;しんしろしつくできよおか
2322121;新城市作手高里松風呂;しんしろしつくでたかさとまつふろ
2322122;新城市大野;しんしろしおおの
2322133;新城市作手高里縄手上;しんしろしつくでたかさとなわてかみ
2322134;新城市長篠;しんしろしながしの
2322135;新城市東入船;しんしろしひがしいりふね
2356131;設楽町津具;したらちょうつぐ
2356132;設楽町田口;したらちょうたぐち
2356231;東栄町本郷;とうえいちょうほんごう
2356332;豊根村下黒川;とよねむらしもくろがわ
2356333;豊根村富山;とよねむらとみやま
2323101;田原市石神町;たはらしいしがみちょう
2323102;田原市福江町;たはらしふくえちょう
2323120;田原市古田町;たはらしこだちょう
2323132;田原市田原町;たはらしたはらちょう
2323133;田原市赤羽根町;たはらしあかばねちょう
2310100;名古屋千種区日和町;なごやちくさくひよりちょう
2310240;名古屋東区筒井;なごやひがしくつつい
2310340;名古屋北区萩野通;なごやきたくはぎのどおり
2310440;名古屋西区八筋町;なごやにしくやすじちょう
2310540;名古屋中村区大宮町;なごやなかむらくおおみやちょう
2310630;名古屋中区市役所;なごやなかくしやくしょ
2310632;名古屋中区県庁;なごやなかくけんちょう
2310740;名古屋昭和区阿由知通;なごやしょうわくあゆちどおり
2310840;名古屋瑞穂区塩入町;なごやみずほくしおいりちょう
2310940;名古屋熱田区一番;なごやあつたくいちばん
2311040;名古屋中川区東春田;なごやなかがわくひがしはるた
2311140;名古屋港区金城ふ頭;なごやみなとくきんじょうふとう
2311240;名古屋南区鳴尾;なごやみなみくなるお
2311340;名古屋守山区下志段味;なごやもりやまくしもしだみ
2311420;名古屋緑区有松町;なごやみどりくありまつちょう
2311540;名古屋名東区名東本町;なごやめいとうくめいとうほんまち
2311640;名古屋天白区島田;なごやてんぱくくしまだ
2320201;岡崎市若宮町;おかざきしわかみやちょう
2320231;岡崎市樫山町;おかざきしかしやまちょう
2320300;一宮市千秋;いちのみやしちあき
2320334;一宮市西五城;いちのみやしにしいつしろ
2320335;一宮市木曽川町;いちのみやしきそがわちょう
2320336;一宮市緑;いちのみやしみどり
2320431;瀬戸市追分町;せとしおいわけちょう
2320531;半田市東洋町;はんだしとうようちょう
2320631;春日井市鳥居松町;かすがいしとりいまつちょう
2320831;愛知津島市埋田町;あいちつしましうめだちょう
2320932;碧南市松本町;へきなんしまつもとまち
2321031;刈谷市寿町;かりやしことぶきちょう
2321100;豊田市小坂本町;とよたしこざかほんまち
2321101;豊田市大洞町;とよたしおおぼらちょう
2321120;豊田市小坂町;とよたしこざかちょう
2321121;豊田市藤岡飯野町;とよたしふじおかいいのちょう
2321137;豊田市大沼町;とよたしおおぬまちょう
2321140;豊田市駒場町;とよたしこまばちょう
2321141;豊田市坂上町;とよたしさかうえちょう
2321142;豊田市畝部西町;とよたしうねべにしまち
2321143;豊田市百々町;とよたしどうどちょう
2321144;豊田市保見町;とよたしほみちょう
2321145;豊田市長興寺;とよたしちょうこうじ
2321146;豊田市足助町;とよたしあすけちょう
2321147;豊田市稲武町;とよたしいなぶちょう
2321148;豊田市小原町;とよたしおばらちょう
2321149;豊田市小渡町;とよたしおどちょう
2321220;安城市和泉町;あんじょうしいずみちょう
2321231;安城市横山町;あんじょうしよこやまちょう
2321302;西尾市一色町;にしおしいっしきちょう
2321334;西尾市西幡豆町;にしおしにしはずちょう
2321335;西尾市吉良町;にしおしきらちょう
2321336;西尾市矢曽根町;にしおしやぞねちょう
2321531;犬山市五郎丸;いぬやましごろうまる
2321601;中部国際空港;ちゅうぶこくさいくうこう
2321602;常滑市飛香台;とこなめしあすかだい
2321731;愛知江南市赤童子町;あいちこうなんしあかどうじちょう
2321931;小牧市安田町;こまきしやすだちょう
2322034;稲沢市平和町;いなざわしへいわちょう
2322035;稲沢市稲府町;いなざわしいなぶちょう
2322036;稲沢市祖父江町;いなざわしそぶえちょう
2322231;東海市加木屋町;とうかいしかぎやまち
2322331;大府市中央町;おおぶしちゅうおうちょう
2322420;知多市緑町;ちたしみどりちょう
2322530;知立市弘法;ちりゅうしこうぼう
2322631;尾張旭市東大道町;おわりあさひしひがしだいどうちょう
2322731;高浜市稗田町;たかはましひえだちょう
2322831;岩倉市川井町;いわくらしかわいちょう
2322931;豊明市沓掛町;とよあけしくつかけちょう
2323031;日進市蟹甲町;にっしんしかにこうちょう
2330231;東郷町春木;とうごうちょうはるき
2334231;豊山町豊場;とよやまちょうとよば
2336131;大口町下小口;おおぐちちょうしもおぐち
2336231;扶桑町高雄;ふそうちょうたかお
2342431;大治町馬島;おおはるちょうまじま
2342531;蟹江町蟹江本町;かにえちょうかにえほんまち
2342730;飛島村竹之郷;とびしまむらたけのごう
2344131;阿久比町卯坂;あぐいちょううさか
2344231;東浦町緒川;ひがしうらちょうおがわ
2344500;南知多町豊浜;みなみちたちょうとよはま
2344620;愛知美浜町河和;あいちみはまちょうこうわ
2344731;武豊町長尾山;たけとよちょうながおやま
2350132;幸田町菱池;こうたちょうひしいけ
2323201;愛西市稲葉町;あいさいしいなばちょう
2323233;愛西市石田町;あいさいしいしだちょう
2323234;愛西市江西町;あいさいしえにしちょう
2323235;愛西市諏訪町;あいさいしすわちょう
2323334;清須市須ケ口;きよすしすかぐち
2323336;清須市春日振形;きよすしはるひふりかた
2323337;清須市西枇杷島町住吉;きよすしにしびわじまちょうすみよし
2323338;清須市清洲;きよすしきよす
2323432;北名古屋市西之保;きたなごやしにしのほう
2323433;北名古屋市井瀬木;きたなごやしいせぎ
2323533;弥富市神戸;やとみしかんど
2323534;弥富市前ヶ須町;やとみしまえがすちょう
2323632;愛知みよし市三好町;あいちみよししみよしちょう
2323733;あま市七宝町;あまししっぽうちょう
2323734;あま市木田;あましきだ
2323735;あま市甚目寺;あましじもくじ
2323831;長久手市岩作城の内;ながくてしやざこしろのうち
2420201;四日市市日永;よっかいちしひなが
2420220;四日市市新浜町;よっかいちししんはまちょう
2420230;四日市市諏訪町;よっかいちしすわちょう
2420232;四日市市楠町北五味塚;よっかいちしくすちょうきたごみづか
2420533;桑名市多度町多度;くわなしたどちょうたど
2420534;桑名市長島町松ケ島;くわなしながしまちょうまつがしま
2420535;桑名市中央町;くわなしちゅうおうちょう
2420700;鈴鹿市西条;すずかしにしじょう
2420731;鈴鹿市神戸;すずかしかんべ
2430331;木曽岬町西対海地;きそさきちょうにしたいがんじ
2432430;東員町山田;とういんちょうやまだ
2434131;菰野町潤田;こものちょううるだ
2434330;三重朝日町小向;みえあさひちょうおぶけ
2434431;川越町豊田一色;かわごえちょうとよたいっしき
2421435;いなべ市員弁町笠田新田;いなべしいなべちょうかさだしんでん
2421436;いなべ市大安町丹生川久下;いなべしだいあんちょうにゅうがわひさか
2421437;いなべ市藤原町市場;いなべしふじわらちょういちば
2421438;いなべ市北勢町阿下喜;いなべしほくせいちょうあげき
2421022;亀山市椿世町;かめやましつばいそちょう
2421032;亀山市本丸町;かめやましほんまるちょう
2421033;亀山市関町木崎;かめやましせきちょうこざき
2420100;津市島崎町;つししまざきちょう
2420101;津市片田薬王寺町;つしかただやくおうじちょう
2420130;津市西丸之内;つしにしまるのうち
2420132;津市河芸町浜田;つしかわげちょうはまだ
2420133;津市芸濃町椋本;つしげいのうちょうむくもと
2420134;津市美里町三郷;つしみさとちょうみさと
2420136;津市香良洲町;つしからすちょう
2420140;津市安濃町東観音寺;つしあのうちょうとうかんおんじ
2420142;津市白山町川口;つしはくさんちょうかわぐち
2420143;津市一志町田尻;つしいちしちょうたじり
2420144;津市美杉町八知;つしみすぎちょうやち
2420145;津市久居明神町;つしひさいみょうじんちょう
2420401;松阪市上川町;まつさかしうえがわちょう
2420422;松阪市魚町;まつさかしうおまち
2420432;松阪市曽原町;まつさかしそはらちょう
2420434;松阪市飯高町宮前;まつさかしいいたかちょうみやまえ
2420435;松阪市殿町;まつさかしとのまち
2420436;松阪市飯南町粥見;まつさかしいいなんちょうかゆみ
2420437;松阪市嬉野町;まつさかしうれしのちょう
2420830;名張市鴻之台;なばりしこうのだい
2444133;多気町相可;たきちょうおうか
2444134;多気町朝柄;たきちょうあさがら
2444230;三重明和町馬之上;みえめいわちょううまのうえ
2421601;伊賀市緑ケ丘本町;いがしみどりがおかほんまち
2421620;伊賀市小田町;いがしおたちょう
2421631;伊賀市下柘植;いがししもつげ
2421632;伊賀市島ヶ原;いがししまがはら
2421637;伊賀市四十九町;いがししじゅうくまち
2421638;伊賀市平田;いがしひらた
2421639;伊賀市馬場;いがしばば
2421640;伊賀市阿保;いがしあお
2420901;尾鷲市南陽町;おわせしなんようちょう
2420920;尾鷲市南浦;おわせしみなみうら
2420930;尾鷲市中央町;おわせしちゅうおうちょう
2421220;熊野市有馬町;くまのしありまちょう
2421230;熊野市井戸町;くまのしいどちょう
2421232;熊野市紀和町板屋;くまのしきわちょういたや
2456100;三重御浜町寺谷総合公園;みえみはまちょうてらだにそうごうこうえん
2456131;三重御浜町阿田和;みえみはまちょうあたわ
2456231;紀宝町鵜殿;きほうちょううどの
2456232;紀宝町神内;きほうちょうこうのうち
2447130;三重大紀町滝原;みえたいきちょうたきはら
2447131;三重大紀町錦;みえたいきちょうにしき
2447133;三重大紀町大内山;みえたいきちょうおおうちやま
2447230;南伊勢町五ヶ所浦;みなみいせちょうごかしょうら
2447231;南伊勢町神前浦;みなみいせちょうかみさきうら
2454300;三重紀北町十須;みえきほくちょうじゅうす
2454331;三重紀北町相賀;みえきほくちょうあいが
2454333;三重紀北町東長島;みえきほくちょうひがしながしま
2420301;伊勢市矢持町;いせしやもちちょう
2420321;伊勢市楠部町;いせしくすべちょう
2420334;伊勢市岩淵;いせしいわぶち
2420335;伊勢市二見町茶屋;いせしふたみちょうちゃや
2420336;伊勢市小俣町元町;いせしおばたちょうもとまち
2420337;伊勢市御薗町長屋;いせしみそのちょうながや
2421132;鳥羽市鳥羽;とばしとば
2421502;志摩市志摩町越賀;しまししまちょうこしか
2421521;志摩市志摩町布施田;しまししまちょうふせだ
2421536;志摩市大王町波切;しましだいおうちょうなきり
2421539;志摩市磯部町迫間;しましいそべちょうはさま
2421538;志摩市阿児町鵜方;しましあごちょううがた
2421540;志摩市浜島町浜島;しましはまじまちょうはまじま
2444333;大台町佐原;おおだいちょうさわら
2444334;大台町江馬;おおだいちょうえま
2446131;玉城町田丸;たまきちょうたまる
2447032;度会町棚橋;わたらいちょうたなはし
2520201;彦根市城町;ひこねししろまち
2520220;彦根市西今町;ひこねしにしいまちょう
2520230;彦根市元町;ひこねしもとまち
2520320;長浜市公園町;ながはましこうえんちょう
2520331;長浜市内保町;ながはましうちぼちょう
2520334;長浜市湖北町速水;ながはましこほくちょうはやみ
2520335;長浜市高月町渡岸寺;ながはましたかつきちょうどうがんじ
2520336;長浜市木之本町木之本;ながはましきのもとちょうきのもと
2520337;長浜市余呉町中之郷;ながはましよごちょうなかのごう
2520339;長浜市西浅井町大浦;ながはましにしあざいちょうおおうら
2520340;長浜市八幡東町;ながはましやわたひがしちょう
2520341;長浜市宮部町;ながはましみやべちょう
2520342;長浜市難波町;ながはましなんばちょう
2544130;豊郷町石畑;とよさとちょういしばたけ
2544230;甲良町在士;こうらちょうざいじ
2544330;多賀町多賀;たがちょうたが
2521220;高島市今津町日置前;たかしましいまづちょうひおきまえ
2521221;高島市朽木柏;たかしましくつきかせ
2521230;高島市マキノ町;たかしましまきのちょう
2521232;高島市朽木市場;たかしましくつきいちば
2521235;高島市新旭町;たかしまししんあさひちょう
2521236;高島市勝野;たかしましかつの
2521237;高島市安曇川町;たかしましあどがわちょう
2521238;高島市今津町弘川;たかしましいまづちょうひろかわ
2521434;米原市長岡;まいばらしながおか
2521435;米原市米原;まいばらしまいばら
2542530;愛荘町安孫子;あいしょうちょうあびこ
2542531;愛荘町愛知川;あいしょうちょうえちがわ
2520100;大津市御陵町;おおつしごりょうちょう
2520103;大津市南小松;おおつしみなみこまつ
2520120;大津市国分;おおつしこくぶ
2520121;大津市木戸消防分団;おおつしきどしょうぼうぶんだん
2520131;大津市南郷;おおつしなんごう
2520132;大津市真野;おおつしまの
2520401;近江八幡市桜宮町;おうみはちまんしさくらみやちょう
2520420;近江八幡市出町;おうみはちまんしでまち
2520431;近江八幡市安土町下豊浦;おうみはちまんしあづちちょうしもといら
2520631;草津市草津;くさつしくさつ
2520731;守山市石田町;もりやましいしだちょう
2520830;栗東市安養寺;りっとうしあんようじ
2538331;滋賀日野町河原;しがひのちょうかわら
2538431;竜王町小口;りゅうおうちょうおぐち
2521030;野洲市西河原;やすしにしがわら
2521032;野洲市小篠原;やすしこしのはら
2521120;湖南市中央森北公園;こなんしちゅうおうもりきたこうえん
2521130;湖南市石部中央西庁舎;こなんしいしべちゅうおうにしちょうしゃ
2521131;湖南市中央東庁舎;こなんしちゅうおうひがしちょうしゃ
2520901;甲賀市水口町;こうかしみなくちちょう
2520920;甲賀市甲賀町大久保;こうかしこうかちょうおおくぼ
2520930;甲賀市土山町;こうかしつちやまちょう
2520932;甲賀市甲南町;こうかしこうなんちょう
2520933;甲賀市信楽町;こうかししがらきちょう
2520934;甲賀市甲賀町相模;こうかしこうかちょうさがみ
2521300;東近江市君ヶ畑町;ひがしおうみしきみがはたちょう
2521320;東近江市上二俣町;ひがしおうみしかみふたまたちょう
2521334;東近江市池庄町;ひがしおうみしいけしょうちょう
2521335;東近江市市子川原町;ひがしおうみしいちこかわらちょう
2521337;東近江市山上町;ひがしおうみしやまかみちょう
2521338;東近江市妹町;ひがしおうみしいもとちょう
2521340;東近江市五個荘小幡町;ひがしおうみしごかしょうおばたちょう
2521341;東近江市躰光寺町;ひがしおうみしたいこうじちょう
2521342;東近江市八日市緑町;ひがしおうみしようかいちみどりまち
2620100;福知山市内記;ふくちやましないき
2620120;福知山市長田野町;ふくちやましおさだのちょう
2620130;福知山市三和町千束;ふくちやましみわちょうせんぞく
2620131;福知山市夜久野町額田;ふくちやましやくのちょうぬかた
2620132;福知山市大江町河守;ふくちやましおおえちょうこうもり
2620200;舞鶴市下福井;まいづるししもふくい
2620220;舞鶴市浜;まいづるしはま
2620231;舞鶴市北吸;まいづるしきたすい
2620331;綾部市若竹町;あやべしわかたけちょう
2620530;宮津市柳縄手;みやづしやなぎなわて
2646320;伊根町亀島;いねちょうかめしま
2646331;伊根町日出;いねちょうひで
2621200;京丹後市弥栄町吉沢;きょうたんごしやさかちょうよしさわ
2621221;京丹後市久美浜町広瀬;きょうたんごしくみはまちょうひろせ
2621230;京丹後市峰山町;きょうたんごしみねやまちょう
2621231;京丹後市大宮町;きょうたんごしおおみやちょう
2621233;京丹後市丹後町;きょうたんごしたんごちょう
2621235;京丹後市久美浜市民局;きょうたんごしくみはましみんきょく
2621236;京丹後市網野町;きょうたんごしあみのちょう
2621237;京丹後市弥栄町溝谷;きょうたんごしやさかちょうみぞたに
2646530;与謝野町加悦;よさのちょうかや
2646531;与謝野町岩滝;よさのちょういわたき
2646532;与謝野町四辻;よさのちょうよつつじ
2610142;京都北区大宮西脇台町;きょうときたくおおみやにしわきだいちょう
2610230;京都上京区薮ノ内町;きょうとかみぎょうくやぶのうちちょう
2610321;京都左京区広河原能見町;きょうとさきょうくひろがわらのうみちょう
2610340;京都左京区田中;きょうとさきょうくたなか
2610400;京都中京区西ノ京;きょうとなかぎょうくにしのきょう
2610440;京都中京区河原町御池;きょうとなかぎょうくかわらまちおいけ
2610540;京都東山区清水;きょうとひがしやまくきよみず
2610640;京都下京区河原町塩小路;きょうとしもぎょうくかわらまちしおこうじ
2610740;京都南区西九条;きょうとみなみくにしくじょう
2610830;京都右京区京北周山町;きょうとうきょうくけいほくしゅうざんちょう
2610841;京都右京区太秦;きょうとうきょうくうずまさ
2610940;京都伏見区竹田;きょうとふしみくたけだ
2610941;京都伏見区醍醐;きょうとふしみくだいご
2611020;京都山科区安朱川向町;きょうとやましなくあんしゅかわむかいちょう
2611040;京都山科区西野;きょうとやましなくにしの
2611140;京都西京区樫原;きょうとにしきょうくかたぎはら
2611141;京都西京区大枝;きょうとにしきょうくおおえ
2620400;宇治市宇治琵琶;うじしうじびわ
2620420;宇治市折居台;うじしおりいだい
2620600;亀岡市安町;かめおかしやすまち
2620620;亀岡市余部町;かめおかしあまるべちょう
2620731;城陽市寺田;じょうようしてらだ
2620830;向日市寺戸町;むこうしてらどちょう
2620931;長岡京市開田;ながおかきょうしかいでん
2621030;八幡市八幡;やわたしやわた
2630331;大山崎町円明寺;おおやまざきちょうえんみょうじ
2632230;久御山町田井;くみやまちょうたい
2621130;京田辺市田辺;きょうたなべしたなべ
2634331;井手町井手;いでちょういで
2634431;宇治田原町立川;うじたわらちょうたちかわ
2636430;笠置町笠置;かさぎちょうかさぎ
2636530;和束町釜塚;わづかちょうかまつか
2636631;精華町南稲八妻;せいかちょうみなみいなやづま
2636730;南山城村北大河原;みなみやましろむらきたおおがわら
2640700;京丹波町坂原;きょうたんばちょうさかばら
2640731;京丹波町橋爪;きょうたんばちょうはしづめ
2640732;京丹波町本庄;きょうたんばちょうほんじょう
2640733;京丹波町蒲生;きょうたんばちょうこも
2621330;南丹市美山町島;なんたんしみやまちょうしま
2621333;南丹市日吉町保野田;なんたんしひよしちょうほのだ
2621334;南丹市八木町八木;なんたんしやぎちょうやぎ
2621336;南丹市園部町小桜町;なんたんしそのべちょうこざくらまち
2621432;木津川市加茂町里;きづがわしかもちょうさと
2621433;木津川市木津;きづがわしきづ
2621434;木津川市山城町上狛;きづがわしやましろちょうかみこま
2710231;大阪都島区都島本通;おおさかみやこじまくみやこじまほんどおり
2710330;大阪福島区福島;おおさかふくしまくふくしま
2710431;大阪此花区春日出北;おおさかこのはなくかすができた
2710630;大阪西区九条南;おおさかにしくくじょうみなみ
2710730;大阪港区築港;おおさかみなとくちっこう
2710831;大阪大正区泉尾;おおさかたいしょうくいずお
2710930;大阪天王寺区上本町;おおさかてんのうじくうえほんまち
2711131;大阪浪速区元町;おおさかなにわくもとまち
2711331;大阪西淀川区千舟;おおさかにしよどがわくちぶね
2711420;大阪東淀川区柴島;おおさかひがしよどがわくくにじま
2711430;大阪東淀川区北江口;おおさかひがしよどがわくきたえぐち
2711530;大阪東成区東中本;おおさかひがしなりくひがしなかもと
2711630;大阪生野区舎利寺;おおさかいくのくしゃりじ
2711731;大阪旭区大宮;おおさかあさひくおおみや
2711831;大阪城東区放出西;おおさかじょうとうくはなてんにし
2711930;大阪阿倍野区松崎町;おおさかあべのくまつざきちょう
2712030;大阪住吉区遠里小野;おおさかすみよしくおりおの
2712130;大阪東住吉区杭全;おおさかひがしすみよしくくまた
2712230;大阪西成区岸里;おおさかにしなりくきしのさと
2712330;大阪淀川区木川東;おおさかよどがわくきかわひがし
2712430;大阪鶴見区横堤;おおさかつるみくよこづつみ
2712531;大阪住之江区御崎;おおさかすみのえくみさき
2712630;大阪平野区平野南;おおさかひらのくひらのみなみ
2712730;大阪北区茶屋町;おおさかきたくちゃやまち
2712800;大阪中央区大手前;おおさかちゅうおうくおおてまえ
2712831;大阪中央区大阪府庁;おおさかちゅうおうくおおさかふちょう
2720300;大阪国際空港;おおさかこくさいくうこう
2720320;豊中市曽根南町;とよなかしそねみなみまち
2720330;豊中市中桜塚;とよなかしなかさくらづか
2720430;池田市城南;いけだしじょうなん
2720530;吹田市内本町;すいたしうちほんまち
2720700;高槻市桃園町;たかつきしとうえんちょう
2720720;高槻市立第２中学校;たかつきしりつだいにちゅうがっこう
2720732;高槻市消防本部;たかつきししょうぼうほんぶ
2720931;守口市京阪本通;もりぐちしけいはんほんどおり
2721031;枚方市大垣内;ひらかたしおおがいと
2721130;茨木市東中条町;いばらきしひがしちゅうじょうちょう
2721230;八尾市本町;やおしほんまち
2721530;寝屋川市本町;ねやがわしほんまち
2721831;大東市新町;だいとうししんまち
2722000;箕面市箕面;みのおしみのお
;箕面市今宮;
2722131;柏原市安堂町;かしわらしあんどうちょう
2722330;門真市中町;かどましなかまち
2722430;摂津市三島;せっつしみしま
2722731;東大阪市荒本北;ひがしおおさかしあらもときた
2722930;四條畷市西中野;しじょうなわてしにしなかの
2723030;交野市私部;かたのしきさべ
2730130;島本町若山台;しまもとちょうわかやまだい
2732130;豊能町余野;とよのちょうよの
2732221;能勢町森上;のせちょうもりがみ
2732231;能勢町宿野;のせちょうしゅくの
2720200;岸和田市岸城町;きしわだしきしきちょう
2720221;岸和田市畑町;きしわだしはたまち
2720230;岸和田市役所;きしわだしやくしょ
2720631;泉大津市東雲町;いずみおおつししののめちょう
2720831;貝塚市畠中;かいづかしはたけなか
2721332;泉佐野市りんくう往来;いずみさのしりんくうおうらい
2721333;泉佐野市市場;いずみさのしいちば
2721400;富田林市本町;とんだばやししほんまち
2721430;富田林市高辺台;とんだばやししたかべだい
2721620;河内長野市清見台;かわちながのしきよみだい
2721630;河内長野市原町;かわちながのしはらちょう
2721730;松原市阿保;まつばらしあお
2721932;大阪和泉市府中町;おおさかいずみしふちゅうちょう
2722231;羽曳野市誉田;はびきのしこんだ
2722530;高石市加茂;たかいししかも
2722630;藤井寺市岡;ふじいでらしおか
2722820;泉南市男里;せんなんしおのさと
2722830;泉南市信達市場;せんなんししんだちいちば
2723130;大阪狭山市狭山;おおさかさやましさやま
2723230;阪南市尾崎町;はんなんしおざきちょう
2734132;忠岡町忠岡東;ただおかちょうただおかひがし
2736130;熊取町野田;くまとりちょうのだ
2736200;関西国際空港;かんさいこくさいくうこう
2736230;田尻町嘉祥寺;たじりちょうかしょうじ
2736630;大阪岬町深日;おおさかみさきちょうふけ
2738130;大阪太子町山田;おおさかたいしちょうやまだ
2738230;河南町白木;かなんちょうしらき
2738333;千早赤阪村水分;ちはやあかさかむらすいぶん
2714200;大阪堺市中区深井清水町;おおさかさかいしなかくふかいしみずちょう
2714120;大阪堺市堺区山本町;おおさかさかいしさかいくやまもとちょう
2714131;大阪堺市堺区市役所;おおさかさかいしさかいくしやくしょ
2714132;大阪堺市堺区大浜南町;おおさかさかいしさかいくおおはまみなみまち
2714730;大阪堺市美原区黒山;おおさかさかいしみはらくくろやま
2714330;大阪堺市東区日置荘原寺町;おおさかさかいしひがしくひきしょうはらでらまち
2714431;大阪堺市西区鳳東町;おおさかさかいしにしくおおとりひがしまち
2714531;大阪堺市南区桃山台;おおさかさかいしみなみくももやまだい
2714631;大阪堺市北区新金岡町;おおさかさかいしきたくしんかなおかちょう
2820901;豊岡市桜町;とよおかしさくらまち
2820920;豊岡市出石町;とよおかしいずしちょう
2820933;豊岡市日高町;とよおかしひだかちょう
2820934;豊岡市但東町;とよおかしたんとうちょう
2820935;豊岡市城崎町;とよおかしきのさきちょう
2820937;豊岡市竹野町;とよおかしたけのちょう
2820938;豊岡市中央町;とよおかしちゅうおうちょう
2822220;養父市大屋町;やぶしおおやちょう
2822230;養父市八鹿町;やぶしようかちょう
2822231;養父市広谷;やぶしひろたに
2822233;養父市関宮;やぶしせきのみや
2858500;兵庫香美町香住区三川;ひょうごかみちょうかすみくみかわ
2858520;兵庫香美町香住区香住;ひょうごかみちょうかすみくかすみ
