code;nameja;kana;nameen;lat;lon;citycode;arv
3521543;周南市鹿野上;しゅうなんしかのかみ;Shunan City Kanokami;34.23;131.82;3521500;0.7788
3530540;周防大島町東和総合支所;すおうおおしまちょうとうわそうごうししょ;Suouoshima Town Towasogoshisho;33.91;132.365;3530500;0.8339
3520601;防府市寿;ほうふしことぶき;Hofu City Kotobuki;34.05;131.56;3520600;1.0111
3520848;岩国市錦町広瀬;いわくにしにしきまちひろせ;Iwakuni City Nishiki Town Hirose;34.26;131.96;3520800;0.5689
3520843;岩国市美和町生見;いわくにしみわまちいきみ;Iwakuni City Miwa Town Ikimi;34.22;132.08;3520800;1.0240
3520443;萩市見島本村;はぎしみしまほんむら;Hagi City Mishimahon Village;34.76;131.15;3520400;1.4761
3521121;長門市深川中学校;ながとしふかわちゅうがっこう;Nagato City Fukawa Middle School;34.36;131.19;3521100;0.5689
3521132;長門市日置;ながとしへき;Nagato City Heki;34.38;131.10;3521100;1.2266
3521134;長門市東深川;ながとしひがしふかわ;Nagato City Higashifukawa;34.37;131.18;3521100;1.7490
3521136;長門市三隅;ながとしみすみ;Nagato City Misumi;34.36;131.25;3521100;0.9207
3521137;長門市新別名;ながとししんべつみょう;Nagato City Shinbetsumyo;34.37;131.06;3521100;0.9619
3521335;美祢市大嶺町;みねしおおみねちょう;Mine City Omine Town;34.17;131.21;3521300;0.8618
3521336;美祢市美東町大田;みねしみとうちょうおおた;Mine City Mito Town Ota;34.22;131.35;3521300;1.0227
3521337;美祢市秋芳町秋吉;みねししゅうほうちょうあきよし;Mine City Shuho Town Akiyoshi;34.21;131.29;3521300;0.9665
3550231;阿武町奈古;あぶちょうなご;Abu Town Nago;34.50;131.47;3550200;1.7490
3520100;下関市竹崎;しものせきしたけざき;Shimonoseki City Takezaki;33.95;130.93;3520100;1.7490
3520102;下関市豊浦町川棚;しものせきしとようらちょうかわたな;Shimonoseki City Toyora Town Kawatana;34.15;130.92;3520100;1.7490
3520120;下関市清末陣屋;しものせきしきよすえじんや;Shimonoseki City Kiyosuejinya;34.06;131.02;3520100;0.9911
3520121;下関市豊浦町浄水場;しものせきしとようらちょうじょうすいじょう;Shimonoseki City Toyora Town Josuijo;34.15;130.93;3520100;1.7490
3520847;岩国市本郷町本郷;いわくにしほんごうまちほんごう;Iwakuni City Hongo Town Hongo;34.29;132.04;3520800;0.8030
3520138;下関市豊北町角島;しものせきしほうほくちょうつのしま;Shimonoseki City Hohoku Town Tsunoshima;34.36;130.87;3520100;1.0783
3520143;下関市豊田町殿敷;しものせきしとよたちょうとのしき;Shimonoseki City Toyota Town Tonoshiki;34.20;131.08;3520100;1.1782
3520144;下関市役所;しものせきしやくしょ;Shimonoseki City Hall;33.96;130.94;3520100;1.0057
3520145;下関市菊川町下岡枝;しものせきしきくがわちょうしもおかえだ;Shimonoseki City Kikugawa Town Shimokaeda;34.12;131.03;3520100;2.0384
3520201;宇部市野中;うべしのなか;Ube City Nonaka;33.95;131.29;3520200;1.1167
3520220;宇部市東須恵;うべしひがしすえ;Ube City Higashisue;33.99;131.22;3520200;1.5657
3520233;宇部市常盤町;うべしときわちょう;Ube City Tokiwa Town;33.95;131.25;3520200;1.8586
3520234;宇部市船木;うべしふなき;Ube City Funaki;34.05;131.23;3520200;0.9126
3521632;山陽小野田市日の出;さんようおのだしひので;Sanyouonoda City Hinode;34.00;131.18;3521600;1.5657
3521633;山陽小野田市鴨庄;さんようおのだしかものしょう;Sanyouonoda City Kamonosho;34.06;131.16;3521600;2.1147
3520803;岩国市今津;いわくにしいまづ;Iwakuni City Imazu;34.17;132.22;3520800;1.5657
3520823;岩国市横山;いわくにしよこやま;Iwakuni City Yokoyama;34.17;132.18;3520800;1.8005
3520824;岩国市玖珂町阿山;いわくにしくがまちあやま;Iwakuni City Kuga Town Ayama;34.10;132.08;3520800;0.8605
3520825;岩国市美川町高ケ原;いわくにしみかわまちたかがはら;Iwakuni City Mikawa Town Takagahara;34.23;131.98;3520800;0.5689
3520840;岩国市由宇町;いわくにしゆうまち;Iwakuni City Yu Town;34.05;132.21;3520800;1.7490
3520140;下関市豊北町滝部;しものせきしほうほくちょうたきべ;Shimonoseki City Hohoku Town Takibe;34.29;130.95;3520100;1.0944
3520621;防府市西浦;ほうふしにしのうら;Hofu City Nishinora;34.03;131.53;3520600;1.7490
3520701;下松市瀬戸;くだまつしせと;Kudamatsu City Seto;34.06;131.87;3521500;0.5689
3520732;下松市大手町;くだまつしおおてまち;Kudamatsu City Ote Town;34.02;131.87;3520700;0.9242
4010132;北九州門司区大里東;きたきゅうしゅうもじくだいりひがし;Kitakyushu Moji Ward Dairihigashi;33.91;130.94;4010100;1.0199
4010330;北九州若松区桜町;きたきゅうしゅうわかまつくさくらまち;Kitakyushu Wakamatsu Ward Sakura Town;33.91;130.81;4010300;1.4761
4010531;北九州戸畑区新池;きたきゅうしゅうとばたくしんいけ;Kitakyushu Tobata Ward Shin'ike;33.90;130.83;4010500;1.7835
4010630;北九州小倉北区大手町;きたきゅうしゅうこくらきたくおおてまち;Kitakyushu Kokura Kita Ward Ote Town;33.88;130.87;4010600;1.0611
4010720;北九州小倉南区横代東町;きたきゅうしゅうこくらみなみくよこしろひがしまち;Kitakyushu Kokura Minami Ward Yokoshiro Higashi Town;33.83;130.90;4010700;0.9483
4010731;北九州小倉南区若園;きたきゅうしゅうこくらみなみくわかぞの;Kitakyushu Kokura Minami Ward Wakazono;33.85;130.89;4010700;0.9939
4010800;北九州八幡東区桃園;きたきゅうしゅうやはたひがしくももぞの;Kitakyushu Yahata Higashi Ward Momozono;33.86;130.79;4010800;0.8888
4010831;北九州八幡東区大谷;きたきゅうしゅうやはたひがしくおおたに;Kitakyushu Yahata Higashi Ward Otani;33.86;130.81;4010800;0.5689
4010931;北九州八幡西区相生町;きたきゅうしゅうやはたにしくあいおいちょう;Kitakyushu Yahata Nishi Ward Aioi Town;33.85;130.75;4010900;1.2777
4021320;行橋市今井;ゆくはししいまい;Yukuhashi City Imai;33.74;131.01;4021300;1.5657
4021330;行橋市中央;ゆくはししちゅうおう;Yukuhashi City Chuuo;33.73;130.98;4021300;1.8123
4021430;豊前市吉木;ぶぜんしよしき;Buzen City Yoshiki;33.61;131.13;4021400;1.0379
4021520;中間市長津;なかましながつ;Nakama City Nagatsu;33.83;130.71;4021500;1.0098
4021530;中間市中間;なかましなかま;Nakama City Nakama;33.82;130.71;4021500;1.2195
4023131;那珂川市西隈;なかがわしにしぐま;Nakagawa City Nishiguma;33.50;130.42;4023100;1.2278
4038132;芦屋町幸町;あしやまちさいわいまち;Ashiya Town Saiwai Town;33.89;130.66;4038100;1.7490
4038330;岡垣町野間;おかがきまちのま;Okagaki Town Noma;33.85;130.61;4038300;1.0646
4038430;遠賀町今古賀;おんがちょういまこが;Onga Town Imakoga;33.85;130.67;4038400;2.1281
4062100;苅田町若久;かんだまちわかひさ;Kanda Town Wakahisa;33.80;130.98;4062100;1.7490
4062130;苅田町京町;かんだまちきょうまち;Kanda Town Kyo Town;33.78;130.98;4062100;1.3776
4064230;吉富町広津;よしとみまちひろつ;Yoshitomi Town Hirotsu;33.60;131.18;4420300;1.8847
4064631;上毛町東下;こうげまちひがししも;Koge Town Higashishimo;33.55;131.15;4064600;0.6689
4064632;上毛町垂水;こうげまちたるみ;Koge Town Tarumi;33.58;131.16;4064600;1.0205
4064733;築上町椎田;ちくじょうまちしいだ;Chikujo Town Shiida;33.66;131.06;4064700;1.8369
4064734;築上町築城;ちくじょうまちついき;Chikujo Town Tsuiki;33.67;131.03;4064700;1.0552
4062531;みやこ町勝山上田;みやこまちかつやまうえだ;Miyako Town Katsuyamaueda;33.70;130.92;4062500;0.9820
4062533;みやこ町犀川本庄;みやこまちさいがわほんじょう;Miyako Town Saigawahonjo;33.65;130.94;4062500;1.2751
4062534;みやこ町豊津;みやこまちとよつ;Miyako Town Toyotsu;33.67;130.97;4062500;0.9218
4020431;直方市新町;のおがたししんまち;Nogata City Shinmachi;33.74;130.73;4020400;1.8386
4020501;飯塚市川島;いいづかしかわしま;Iizuka City Kawashima;33.65;130.69;4020500;1.3336
4038231;水巻町頃末;みずまきまちころすえ;Mizumaki Town Korosue;33.85;130.69;4038200;2.1204
4023033;糸島市前原西;いとしましまえばるにし;Itoshima City Maebarunishi;33.56;130.19;4023000;1.5657
4023031;糸島市二丈深江;いとしましにじょうふかえ;Itoshima City Nijofukae;33.52;130.15;4023000;1.7490
4023020;糸島市前原東;いとしましまえばるひがし;Itoshima City Maebaruhigashi;33.56;130.20;4023000;1.0287
4013120;福岡東区香椎駅東三丁目;ふくおかひがしくかしいえきひがしさんちょうめ;Fukuoka Higashi Ward Kashiiekihigashi 3-chome;33.66;130.45;4013100;1.1458
4013131;福岡東区千早;ふくおかひがしくちはや;Fukuoka Higashi Ward Chihaya;33.65;130.44;4013100;1.4761
4013201;福岡空港;ふくおかくうこう;Fukuoka Airport;33.58;130.44;4013200;2.1297
4013231;福岡博多区博多駅前;ふくおかはかたくはかたえきまえ;Fukuoka Hakata Ward Hakataekimae;33.58;130.42;4013200;1.7835
4013300;福岡中央区大濠;ふくおかちゅうおうくおおほり;Fukuoka Chuuo Ward Ohori;33.58;130.38;4013300;1.7490
4013330;福岡中央区舞鶴;ふくおかちゅうおうくまいづる;Fukuoka Chuuo Ward Maizuru;33.59;130.39;4013300;1.4425
4013430;福岡南区塩原;ふくおかみなみくしおばる;Fukuoka Minami Ward Shiobaru;33.57;130.43;4013200;2.0972
4013530;福岡西区今宿;ふくおかにしくいまじゅく;Fukuoka Nishi Ward Imajuku;33.57;130.28;4013500;1.3164
4013630;福岡城南区神松寺;ふくおかじょうなんくしんしょうじ;Fukuoka Jonan Ward Shinshoji;33.55;130.38;4013600;1.3546
4013700;福岡早良区板屋;ふくおかさわらくいたや;Fukuoka Sawara Ward Itaya;33.43;130.39;4013700;0.5689
4013730;福岡早良区百道浜;ふくおかさわらくももちはま;Fukuoka Sawara Ward Momochihama;33.59;130.36;4013700;1.4761
4021731;筑紫野市石崎;ちくしのしいしざき;Chikushino City Ishizaki;33.49;130.53;4021700;1.2869
4021831;春日市原町;かすがしはらまち;Kasuga City Hara Town;33.53;130.47;4021800;0.9612
4021930;大野城市曙町;おおのじょうしあけぼのまち;Onojo City Akebono Town;33.54;130.48;4021900;2.0337
4022020;宗像市江口神原;むなかたしえぐちかみのはら;Munakata City Eguchikaminohara;33.84;130.51;4022000;0.9094
4022030;宗像市東郷;むなかたしとうごう;Munakata City Togo;33.81;130.54;4022000;2.1323
4022033;宗像市大島;むなかたしおおしま;Munakata City Oshima;33.90;130.43;4022000;0.5689
4023000;糸島市志摩初;いとしまししまはつ;Itoshima City Shimahatsu;33.58;130.18;4023000;1.0179
4022431;福津市津屋崎;ふくつしつやざき;Fukutsu City Tsuyazaki;33.79;130.47;4022400;1.7490
4022430;福津市中央;ふくつしちゅうおう;Fukutsu City Chuuo;33.77;130.495;4022400;1.3281
4022400;福津市手光;ふくつしてびか;Fukutsu City Tebika;33.77;130.49;4022400;2.0744
4034930;粕屋町仲原;かすやまちなかばる;Kasuya Town Nakabaru;33.61;130.48;4034900;0.9591
4034830;久山町久原;ひさやままちくばら;Hisayama Town Kubara;33.65;130.50;4034800;0.9837
4232332;波佐見町宿;はさみちょうしゅく;Hasami Town Shuku;33.14;129.89;4232300;1.2089
4022330;福岡古賀市駅東;ふくおかこがしえきひがし;Fukuoka Koga City Ekihigashi;33.73;130.47;4022300;1.0411
4034430;須恵町須恵;すえまちすえ;Sue Town Sue;33.59;130.51;4034400;0.9186
4034330;志免町志免;しめまちしめ;Shime Town Shime;33.59;130.48;4034300;2.0538
4034230;篠栗町中央;ささぐりまちちゅうおう;Sasaguri Town Chuuo;33.62;130.53;4034200;0.9599
4034130;宇美町宇美;うみまちうみ;Umi Town Umi;33.57;130.51;4034100;1.2162
4022131;太宰府市観世音寺;だざいふしかんぜおんじ;Dazaifu City Kanzeonji;33.51;130.52;4022100;1.2263
4022034;宗像市神湊;むなかたしこうのみなと;Munakata City Konominato;33.85;130.50;4022000;1.4425
4034530;新宮町緑ヶ浜;しんぐうまちみどりがはま;Shingu Town Midorigahama;33.72;130.45;4034500;1.8484
2121938;郡上市白鳥町白鳥;ぐじょうししろとりちょうしろとり;Gujo City Shirotori Town Shirotori;35.88;136.86;2121900;0.7988
2121939;郡上市高鷲町;ぐじょうしたかすちょう;Gujo City Takasu Town;35.95;136.88;2121900;0.7549
2121936;郡上市明宝;ぐじょうしめいほう;Gujo City Meiho;35.85;137.03;2121900;0.7747
620730;上山市河崎;かみのやましかわさき;Kaminoyama City Kawasaki;38.15;140.27;0620700;1.0823
620830;村山市中央;むらやましちゅうおう;Murayama City Chuuo;38.48;140.38;0620800;1.1759
621030;天童市老野森;てんどうしおいのもり;Tendo City Oinomori;38.36;140.38;0621000;1.1375
621120;東根市中央;ひがしねしちゅうおう;Higashine City Chuuo;38.43;140.39;0621100;0.9008
630132;山辺町緑ケ丘;やまのべまちみどりがおか;Yamanobe Town Midorigaoka;38.29;140.26;0630100;0.8584
630231;中山町長崎;なかやままちながさき;Nakayama Town Nagasaki;38.33;140.28;0630200;1.9754
632101;河北町西里;かほくちょうにしざと;Kahoku Town Nishizato;38.41;140.28;0620600;1.1499
632132;河北町役場;かほくちょうやくば;Kahoku Town Town Office;38.43;140.31;0632100;1.1529
632220;西川町大井沢;にしかわまちおおいさわ;Nishikawa Town Ooisawa;38.39;139.99;0632200;0.6689
632230;西川町海味;にしかわまちかいしゅう;Nishikawa Town Kaishu;38.43;140.15;0632200;0.7919
632330;山形朝日町宮宿;やまがたあさひまちみやじゅく;Yamagata Asahi Town Miyajuku;38.30;140.15;0632300;0.8342
632430;大江町左沢;おおえまちあてらざわ;Ooe Town Aterazawa;38.38;140.21;0632400;0.8894
621220;尾花沢市若葉町;おばなざわしわかばちょう;Obanazawa City Wakaba Town;38.60;140.41;0621200;0.8703
634131;大石田町緑町;おおいしだまちみどりちょう;Ooishida Town Midori Town;38.59;140.37;0634100;1.5347
620630;寒河江市中央;さがえしちゅうおう;Sagae City Chuuo;38.38;140.28;0620600;1.0236
620200;米沢市駅前;よねざわしえきまえ;Yonezawa City Ekimae;37.91;140.12;0620200;1.0756
620220;米沢市林泉寺;よねざわしりんせんじ;Yonezawa City Rinsenji;37.90;140.10;0620200;1.0693
620231;米沢市金池;よねざわしかないけ;Yonezawa City Kanaike;37.92;140.12;0620200;1.0804
620932;長井市本町;ながいしもとまち;Nagai City Moto Town;38.11;140.03;0620900;1.0939
621330;南陽市三間通;なんようしみつまどおり;Nanyo City Mitsumadori;38.06;140.15;0621300;1.0681
638131;高畠町高畠;たかはたまちたかはた;Takahata Town Takahata;38.00;140.19;0638100;1.0907
638231;山形川西町上小松;やまがたかわにしまちかみこまつ;Yamagata Kawanishi Town Kamikomatsu;38.01;140.05;0638200;1.0963
640130;山形小国町小国小坂町;やまがたおぐにまちおぐにこさかまち;Yamagata Oguni Town Ogunikosaka Town;38.06;139.74;0640100;0.6689
640200;白鷹町黒鴨;しらたかまちくろがも;Shirataka Town Kurogamo;38.22;140.06;0640200;0.6689
640232;白鷹町荒砥;しらたかまちあらと;Shirataka Town Arato;38.18;140.10;0640200;0.8402
640320;飯豊町上原;いいでまちうわばら;Iide Town Uwabara;37.92;139.88;0640300;0.7873
640330;飯豊町椿;いいでまちつばき;Iide Town Tsubaki;38.05;139.99;0640300;1.0512
720101;福島市花園町;ふくしましはなぞのちょう;Fukushima City Hanazono Town;37.76;140.47;0720100;1.1831
720120;福島市桜木町;ふくしましさくらぎちょう;Fukushima City Sakuragi Town;37.76;140.48;0720100;1.5360
720131;福島市飯野町;ふくしましいいのまち;Fukushima City Iino Town;37.66;140.54;0720100;1.0403
620201;米沢市アルカディア;よねざわしあるかでぃあ;Yonezawa City Arcadia;37.91;140.14;0620200;1.0740
720132;福島市五老内町;ふくしましごろううちまち;Fukushima City Gorouchi Town;37.76;140.48499999999999;0720100;1.5390
620620;寒河江市西根;さがえしにしね;Sagae City Nishine;38.39;140.27;0620600;0.9966
620120;山形市薬師町;やまがたしやくしまち;Yamagata City Yakushi Town;38.26;140.355;0620100;1.1021
620332;鶴岡市上山添;つるおかしかみやまぞえ;Tsuruoka City Kamiyamazoe;38.68;139.85;0620300;1.2497
620334;鶴岡市羽黒町;つるおかしはぐろまち;Tsuruoka City Haguro Town;38.72;139.90;0620300;1.2852
620335;鶴岡市下名川;つるおかししもながわ;Tsuruoka City Shimonagawa;38.61;139.83;0620300;0.8502
620401;酒田市飛島;さかたしとびしま;Sakata City Tobishima;39.20;139.55;0620400;1.4319
620402;酒田市亀ケ崎;さかたしかめがさき;Sakata City Kamegasaki;38.91;139.84;0620400;2.1402
620420;酒田市宮野浦;さかたしみやのうら;Sakata City Miyanora;38.91;139.81;0620400;1.8484
620433;酒田市飛鳥;さかたしあすか;Sakata City Asuka;38.89;139.93;0620400;2.1433
620434;酒田市山田;さかたしやまだ;Sakata City Yamada;38.86;139.95;0620400;2.0990
620435;酒田市観音寺;さかたしかんのんじ;Sakata City Kannonji;38.97;139.94;0620400;1.2831
620436;酒田市本町;さかたしほんちょう;Sakata City Honcho;38.91;139.845;0620400;2.1305
642631;三川町横山;みかわまちよこやま;Mikawa Town Yokoyama;38.79;139.85;0642600;2.2117
646100;遊佐町遊佐;ゆざまちゆざ;Yuza Town Yuza;39.01;139.91;0646100;2.2073
646101;遊佐町小原田;ゆざまちおはらだ;Yuza Town Oharada;39.02;139.93;0646100;1.2543
646131;遊佐町舞鶴;ゆざまちまいづる;Yuza Town Maizuru;39.01;139.915;0646100;2.2014
620130;山形市旅篭町;やまがたしはたごまち;Yamagata City Hatago Town;38.26;140.34;0620100;1.1089
642820;庄内町清川;しょうないまちきよかわ;Shonai Town Kiyokawa;38.79;140.02;0642800;1.2300
642832;庄内町余目;しょうないまちあまるめ;Shonai Town Amarume;38.85;139.90;0642800;1.8070
620500;新庄市東谷地田町;しんじょうしひがしやちたまち;Shinjo City Higashiyachita Town;38.76;140.31;0620500;1.0590
620520;新庄市堀端町;しんじょうしほりばたまち;Shinjo City Horibata Town;38.77;140.30;0620500;1.0951
620531;新庄市住吉町;しんじょうしすみよしまち;Shinjo City Sumiyoshi Town;38.77;140.305;0620500;1.0852
636100;山形金山町中田;やまがたかねやままちなかだ;Yamagata Kaneyama Town Nakada;38.92;140.36;0636100;0.9994
636131;山形金山町金山;やまがたかねやままちかねやま;Yamagata Kaneyama Town Kaneyama;38.88;140.34;0636100;0.8231
636231;最上町向町;もがみまちむかいまち;Mogamimachimukai Town Town;38.76;140.52;0636200;0.9527
636331;舟形町舟形;ふながたまちふながた;Funagata Town Funagata;38.69;140.32;0636300;0.9692
636432;真室川町新町;まむろがわまちあらまち;Mamurogawa Town Ara Town;38.86;140.25;0636400;1.1359
636520;大蔵村肘折;おおくらむらひじおり;Okura Village Hijiori;38.61;140.16;0636500;1.2532
636531;大蔵村清水;おおくらむらしみず;Okura Village Shimizu;38.70;140.23;0636500;1.1614
636630;鮭川村佐渡;さけがわむらさど;Sakegawa Village Sado;38.80;140.22;0636600;1.1203
636730;戸沢村古口;とざわむらふるくち;Tozawa Village Furukuchi;38.74;140.14;0636700;0.9004
620100;山形市緑町;やまがたしみどりちょう;Yamagata City Midori Town;38.26;140.35;0620100;1.1010
642830;庄内町狩川;しょうないまちかりかわ;Shonai Town Karikawa;38.79;139.96;0642800;1.3227
620330;鶴岡市藤島;つるおかしふじしま;Tsuruoka City Fujishima;38.77;139.90;0620300;1.7912
720300;郡山市朝日;こおりやましあさひ;Koriyama City Asahi;37.40;140.36;0720300;1.0259
720321;郡山市湖南町;こおりやましこなんまち;Koriyama City Konan Town;37.40;140.13;0720300;0.8459
750331;平田村永田;ひらたむらながた;Hirata Village Nagata;37.22;140.58;0750300;0.8658
750430;浅川町浅川;あさかわまちあさかわ;Asakawa Town Asakawa;37.08;140.41;0750400;0.8345
750500;古殿町松川横川;ふるどのまちまつかわよこかわ;Furudono Town Matsukawayokokawa;37.09;140.56;0750500;0.5689
750530;古殿町松川新桑原;ふるどのまちまつかわしんくわばら;Furudono Town Matsukawashinkuwabara;37.09;140.565;0750500;0.9043
752131;三春町大町;みはるまちおおまち;Miharu Town Omachi;37.44;140.49;0752100;0.9065
752220;小野町中通;おのまちなかどおり;Ono Town Nakadori;37.28;140.63;0752200;0.8771
752230;小野町小野新町;おのまちおのにいまち;Ono Town Ononii Town;37.29;140.63;0752200;0.5689
721101;田村市船引町;たむらしふねひきまち;Tamura City Funehiki Town;37.44;140.58;0721100;0.5689
721131;田村市大越町;たむらしおおごえまち;Tamura City Ogoe Town;37.38;140.64;0721100;0.7842
721133;田村市常葉町;たむらしときわまち;Tamura City Tokiwa Town;37.44;140.64;0721100;0.8716
721134;田村市都路町;たむらしみやこじまち;Tamura City Miyakoji Town;37.44;140.79;0721100;0.5689
721135;田村市滝根町;たむらしたきねまち;Tamura City Takine Town;37.32;140.66;0721100;0.8779
721331;福島伊達市梁川町;ふくしまだてしやながわまち;Fukushima Date City Yanagawa Town;37.85;140.60;0721300;2.0010
721332;福島伊達市保原町;ふくしまだてしほばらまち;Fukushima Date City Hobara Town;37.82;140.56;0721300;1.5684
750230;玉川村小高;たまかわむらおたか;Tamakawa Village Otaka;37.21;140.41;0750200;1.1163
721335;福島伊達市月舘町;ふくしまだてしつきだてまち;Fukushima Date City Tsukidate Town;37.73;140.61;0721300;0.5689
721333;福島伊達市霊山町;ふくしまだてしりょうぜんまち;Fukushima Date City Ryozen Town;37.78;140.59;0721300;0.5689
721430;本宮市本宮;もとみやしもとみや;Motomiya City Motomiya;37.51;140.39;0721400;0.8558
721432;本宮市白岩;もとみやししらいわ;Motomiya City Shiraiwa;37.51;140.45;0721400;0.5689
720400;いわき市小名浜;いわきしおなはま;Iwaki City Onahama;36.95;140.90;0720400;1.4425
720401;いわき市三和町;いわきしみわまち;Iwaki City Miwa Town;37.10;140.80;0720400;0.5689
720420;いわき市平四ツ波;いわきしたいらよつなみ;Iwaki City Tairayotsunami;37.09;140.90;0720400;0.9062
720421;いわき市錦町;いわきしにしきまち;Iwaki City Nishiki Town;36.91;140.79;0720400;1.4425
720433;いわき市平梅本;いわきしたいらうめもと;Iwaki City Tairaumemoto;37.05;140.89;0720400;2.1204
720932;相馬市中村;そうましなかむら;Soma City Naka Village;37.80;140.92;0720900;1.5444
754120;福島広野町下北迫大谷地原;ふくしまひろのまちしもきたばおおやちはら;Fukushima Hirono Town Shimokitabaoyachihara;37.23;141.00;0754100;0.9273
754130;福島広野町下北迫苗代替;ふくしまひろのまちしもきたばなわしろがえ;Fukushima Hirono Town Shimokitabanawashirogae;37.21;141.00;0754100;1.0804
754230;楢葉町北田;ならはまちきただ;Naraha Town Kitada;37.28;140.99;0754200;0.9552
754330;富岡町本岡;とみおかまちもとおか;Tomioka Town Motoka;37.34;141.01;0754300;1.0209
754400;川内村下川内;かわうちむらしもかわうち;Kawauchi Village Shimokawauchi;37.37;140.87;0754400;0.5689
721336;福島伊達市前川原;ふくしまだてしまえかわら;Fukushima Date City Maekawara;37.82;140.51;0721300;1.5690
720320;郡山市開成;こおりやましかいせい;Koriyama City Kaisei;37.40;140.365;0720300;1.0282
750131;石川町長久保;いしかわまちながくぼ;Ishikawa Machinagakubo;37.16;140.45;0750100;1.0603
748331;塙町塙;はなわまちはなわ;Hanawa Town Hanawa;36.96;140.41;0748300;0.9496
720500;白河市郭内;しらかわしかくない;Shirakawa City Kakunai;37.13;140.22;0720500;0.8052
720520;白河市新白河;しらかわししんしらかわ;Shirakawa City Shinshirakawa;37.12;140.19;0720500;0.9171
720532;白河市東;しらかわしひがし;Shirakawa City Higashi;37.10;140.35;0720500;0.9634
720534;白河市表郷;しらかわしおもてごう;Shirakawa City Omotego;37.05;140.31;0720500;0.8055
720535;白河市大信;しらかわしたいしん;Shirakawa City Taishin;37.20;140.25;0720500;0.9788
720536;白河市八幡小路;しらかわしはちまんこうじ;Shirakawa City Hachimankoji;37.13;140.21;0720500;0.8553
720720;須賀川市八幡山;すかがわしはちまんやま;Sukagawa City Hachimanyama;37.28;140.37;0720700;1.2105
720731;須賀川市長沼支所;すかがわしながぬまししょ;Sukagawa City Naganumashisho;37.29;140.21;0720700;1.0424
720735;須賀川市岩瀬支所;すかがわしいわせししょ;Sukagawa City Iwaseshisho;37.32;140.28;0720700;1.0047
720737;須賀川市八幡町;すかがわしはちまんまち;Sukagawa City Hachiman Town;37.29;140.37;0720700;1.1767
721030;二本松市金色;にほんまつしかないろ;Nihonmatsu City Kanairo;37.59;140.43;0721000;0.9543
721031;二本松市油井;にほんまつしゆい;Nihonmatsu City Yui;37.61;140.46;0721000;0.9675
721032;二本松市小浜;にほんまつしおばま;Nihonmatsu City Obama;37.56;140.51;0721000;0.5689
721034;二本松市針道;にほんまつしはりみち;Nihonmatsu City Harimichi;37.60;140.58;0721000;0.8960
748430;鮫川村赤坂中野;さめがわむらあかさかなかの;Samegawa Village Akasakanakano;37.04;140.51;0748400;0.5689
730131;桑折町谷地;こおりまちやち;Kori Town Yachi;37.85;140.52;0730100;0.8773
730832;川俣町五百田;かわまたまちごひゃくだ;Kawamata Town Gohyakuda;37.66;140.60;0730800;0.5689
732201;大玉村南小屋;おおたまむらみなみごや;Otama Village Minamigoya;37.56;140.33;0732200;1.2192
732232;大玉村玉井;おおたまむらたまのい;Otama Village Tamanoi;37.53;140.37;0732200;1.1947
734230;鏡石町不時沼;かがみいしまちふじぬま;Kagamiishi Town Fujinuma;37.25;140.34;0734200;1.2619
734431;天栄村下松本;てんえいむらしもまつもと;Ten'ei Village Shimomatsumoto;37.26;140.25;0720700;0.9882
734432;天栄村湯本支所;てんえいむらゆもとししょ;Ten'ei Village Yumotoshisho;37.27;140.02;0734400;0.9994
746130;西郷村熊倉;にしごうむらくまくら;Nishigo Village Kumakura;37.14;140.16;0746100;0.9562
746431;泉崎村泉崎;いずみざきむらいずみざき;Izumizaki Village Izumizaki;37.15;140.30;0746400;0.9133
746532;中島村滑津;なかじまむらなめつ;Nakajima Village Nametsu;37.15;140.35;0746500;1.2378
746630;矢吹町一本木;やぶきまちいっぽんぎ;Yabuki Town Ippongi;37.20;140.34;0746600;1.2574
748101;棚倉町棚倉中居野;たなぐらまちたなぐらなかいの;Tanagura Town Tanaguranakaino;37.03;140.38;0748100;0.8196
748120;棚倉町棚倉舘ヶ丘;たなぐらまちたなぐらたてがおか;Tanagura Town Tanaguratategaoka;37.02;140.38;0748100;0.5689
748221;矢祭町戸塚;やまつりまちとつか;Yamatsuri Town Totsuka;36.89;140.42;0748200;1.0700
748230;矢祭町東舘;やまつりまちひがしたて;Yamatsuri Town Higashitate;36.87;140.42;0748200;1.0058
730334;国見町藤田;くにみまちふじた;Kunimi Town Fujita;37.88;140.55;0730300;1.2889
754420;川内村上川内小山平;かわうちむらかみかわうちこやまだいら;Kawauchi Village Kamikawauchikoyamadaira;37.34;140.81;0754400;0.5689
620321;鶴岡市道田町;つるおかしみちたまち;Tsuruoka City Michita Town;38.73;139.80;0620300;2.1044
620301;鶴岡市温海川;つるおかしあつみがわ;Tsuruoka City Atsumigawa;38.60;139.71;0620300;0.6689
420322;塩竈市今宮町;しおがましいまみやちょう;Shiogama City Imamiya Town;38.33;141.01;0420300;1.0622
420931;多賀城市中央;たがじょうしちゅうおう;Tagajo City Chuuo;38.30;141.01;0420900;1.3821
421433;東松島市小野;ひがしまつしましおの;Higashimatsushima City Ono;38.40;141.16;0421400;2.0658
421434;東松島市矢本;ひがしまつしましやもと;Higashimatsushima City Yamoto;38.43;141.21;0421400;1.7835
440101;松島町高城;まつしままちたかぎ;Matsushima Town Takagi;38.39;141.07;0440100;1.7490
