code;nameja;kana;nameen;lat;lon;citycode;arv
2242920;川根本町東藤川;かわねほんちょうひがしふじかわ;Kawanehon Town Higashifujikawa;35.10;138.13;2242900;0.7803
2242930;川根本町上長尾;かわねほんちょうかみながお;Kawanehon Town Kaminagao;35.05;138.08;2242900;0.6689
2222600;牧之原市鬼女新田;まきのはらしきじょしんでん;Makinohara City Kijoshinden;34.68;138.18;2222600;0.8458
2222620;牧之原市静波;まきのはらししずなみ;Makinohara City Shizunami;34.74;138.22;2222600;2.1433
2221130;磐田市見付;いわたしみつけ;Iwata City Mitsuke;34.73;137.85;2221100;1.5987
2213801;浜松中央区高丘東;はままつちゅうおうくたかおかひがし;Hamamatsu Chuuo Ward Takaokahigashi;34.75;137.71;2213800;1.1573
2221131;磐田市国府台;いわたしこうのだい;Iwata City Konodai;34.72;137.85;2221100;1.2981
2221133;磐田市岡;いわたしおか;Iwata City Oka;34.68;137.82;2221100;1.9397
2221135;磐田市下野部;いわたししものべ;Iwata City Shimonobe;34.84;137.84;2221100;1.2159
2221300;掛川市篠場;かけがわししのんば;Kakegawa City Shinonba;34.75;137.99;2221300;0.9165
2221330;掛川市西大渕;かけがわしにしおおぶち;Kakegawa City Nishiobuchi;34.68;137.99;2221300;1.4425
2221331;掛川市三俣;かけがわしみつまた;Kakegawa City Mitsumata;34.67;138.05;2221300;2.1043
2221340;掛川市長谷;かけがわしながや;Kakegawa City Nagaya;34.77;138.00;2221300;0.9375
2221600;袋井市新屋;ふくろいしあらや;Fukuroi City Araya;34.75;137.92;2221600;2.1454
2221630;袋井市浅名;ふくろいしあさな;Fukuroi City Asana;34.71;137.93;2221600;2.0226
2222131;湖西市新居町浜名;こさいしあらいちょうはまな;Kosai City Arai Town Hamana;34.69;137.56;2222100;1.2345
2222140;湖西市吉美;こさいしきび;Kosai City Kibi;34.72;137.53;2222100;1.9112
2246131;静岡森町森;しずおかもりまちもり;Shizuoka Mori Town Mori;34.84;137.93;2246100;1.1166
2222301;御前崎市御前崎;おまえざきしおまえざき;Omaezaki City Omaezaki;34.60;138.21;2222300;1.0992
2222330;御前崎市池新田;おまえざきしいけしんでん;Omaezaki City Ikeshinden;34.64;138.13;2222300;1.4425
2222430;静岡菊川市赤土;しずおかきくがわしあかつち;Shizuoka Kikugawa City Akatsuchi;34.69;138.09;2222400;2.1124
2221132;磐田市福田;いわたしふくで;Iwata City Fukude;34.68;137.88;2221100;2.1204
2420144;津市美杉町八知;つしみすぎちょうやち;Tsu City Misugi Town Yachi;34.56;136.26;2420100;0.5689
2420145;津市久居明神町;つしひさいみょうじんちょう;Tsu City Hisaimyojin Town;34.69;136.47;2420100;0.9967
2420401;松阪市上川町;まつさかしうえがわちょう;Matsusaka City Uegawa Town;34.55;136.55;2420400;0.9888
2636730;南山城村北大河原;みなみやましろむらきたおおがわら;Minamiyamashiro Village Kitaogawara;34.77;135.99;2636700;0.8687
2640700;京丹波町坂原;きょうたんばちょうさかばら;Kyotanba Town Sakabara;35.29;135.40;2640700;0.5689
2640731;京丹波町橋爪;きょうたんばちょうはしづめ;Kyotanba Town Hashizume;35.18;135.37;2640700;0.8359
2640732;京丹波町本庄;きょうたんばちょうほんじょう;Kyotanba Town Honjo;35.26;135.40;2640700;0.8687
2640733;京丹波町蒲生;きょうたんばちょうこも;Kyotanba Town Komo;35.17;135.42;2640700;0.8524
2621330;南丹市美山町島;なんたんしみやまちょうしま;Nantan City Miyama Town Shima;35.27;135.55;2621300;0.5689
2621333;南丹市日吉町保野田;なんたんしひよしちょうほのだ;Nantan City Hiyoshi Town Honoda;35.16;135.50;2621300;0.5689
2621334;南丹市八木町八木;なんたんしやぎちょうやぎ;Nantan City Yagi Town Yagi;35.07;135.53;2621300;1.0400
2621336;南丹市園部町小桜町;なんたんしそのべちょうこざくらまち;Nantan City Sonobe Town Kozakura Town;35.11;135.47;2621300;1.0143
2621432;木津川市加茂町里;きづがわしかもちょうさと;Kizugawa City Kamo Town Sato;34.75;135.87;2621400;1.9854
2621433;木津川市木津;きづがわしきづ;Kizugawa City Kizu;34.74;135.82;2621400;1.2381
2621434;木津川市山城町上狛;きづがわしやましろちょうかみこま;Kizugawa City Yamashiro Town Kamikoma;34.75;135.82;2621400;0.9360
2710231;大阪都島区都島本通;おおさかみやこじまくみやこじまほんどおり;Osaka Miyakojima Ward Miyakojimahondori;34.71;135.53;2710200;2.3503
2710330;大阪福島区福島;おおさかふくしまくふくしま;Osaka Fukushima Ward Fukushima;34.69;135.48;2710300;2.1305
2636631;精華町南稲八妻;せいかちょうみなみいなやづま;Seika Town Minamiinayazuma;34.76;135.79;2636600;1.2189
2710431;大阪此花区春日出北;おおさかこのはなくかすができた;Osaka Konohana Ward Kasugadekita;34.68;135.45;2710400;1.9899
2710730;大阪港区築港;おおさかみなとくちっこう;Osaka Minato Ward Chikko;34.66;135.43;2710400;1.9372
2710831;大阪大正区泉尾;おおさかたいしょうくいずお;Osaka Taisho Ward Izuo;34.66;135.48;2710800;1.9397
2710930;大阪天王寺区上本町;おおさかてんのうじくうえほんまち;Osaka Tennoji Ward Uehon Town;34.66;135.52;2710900;1.3495
2711131;大阪浪速区元町;おおさかなにわくもとまち;Osaka Naniwa Ward Motomachi;34.66;135.50;2711100;1.4425
2711331;大阪西淀川区千舟;おおさかにしよどがわくちぶね;Osaka Nishiyodogawa Ward Chibune;34.71;135.45;2711300;2.0807
2711420;大阪東淀川区柴島;おおさかひがしよどがわくくにじま;Osaka Higashiyodogawa Ward Kunijima;34.73;135.51;2711400;1.4425
2711430;大阪東淀川区北江口;おおさかひがしよどがわくきたえぐち;Osaka Higashiyodogawa Ward Kitaeguchi;34.76;135.54;2711400;2.2030
2711530;大阪東成区東中本;おおさかひがしなりくひがしなかもと;Osaka Higashinari Ward Higashinakamoto;34.68;135.54;2711500;2.3023
2711630;大阪生野区舎利寺;おおさかいくのくしゃりじ;Osaka Ikuno Ward Shariji;34.65;135.54;2711600;1.9314
2711731;大阪旭区大宮;おおさかあさひくおおみや;Osaka Asahi Ward Omiya;34.72;135.54;2711700;2.3473
2711831;大阪城東区放出西;おおさかじょうとうくはなてんにし;Osaka Joto Ward Hanatennishi;34.70;135.55;2711800;2.4068
2711930;大阪阿倍野区松崎町;おおさかあべのくまつざきちょう;Osaka Abeno Ward Matsuzaki Town;34.64;135.52;2711900;1.7710
2712030;大阪住吉区遠里小野;おおさかすみよしくおりおの;Osaka Sumiyoshi Ward Oriono;34.60;135.50;2712000;1.4173
2712130;大阪東住吉区杭全;おおさかひがしすみよしくくまた;Osaka Higashisumiyoshi Ward Kumata;34.63;135.54;2712100;2.2954
2710630;大阪西区九条南;おおさかにしくくじょうみなみ;Osaka Nishi Ward Kujominami;34.67;135.47;2710700;2.0200
2712230;大阪西成区岸里;おおさかにしなりくきしのさと;Osaka Nishinari Ward Kishinosato;34.64;135.49;2712200;2.1582
2636530;和束町釜塚;わづかちょうかまつか;Wazuka Town Kamatsuka;34.80;135.90;2636500;0.9998
2634431;宇治田原町立川;うじたわらちょうたちかわ;Ujitawara Town Tachikawa;34.84;135.87;2634400;0.5689
2646532;与謝野町四辻;よさのちょうよつつじ;Yosano Town Yotsutsuji;35.53;135.10;2646500;1.4125
2610142;京都北区大宮西脇台町;きょうときたくおおみやにしわきだいちょう;Kyoto Kita Ward Omiyanishiwakidai Town;35.05;135.74;2610100;0.8461
2610230;京都上京区薮ノ内町;きょうとかみぎょうくやぶのうちちょう;Kyoto Kamigyo Ward Yabunochi Town;35.02;135.75;2610200;1.2107
2610321;京都左京区広河原能見町;きょうとさきょうくひろがわらのうみちょう;Kyoto Sakyo Ward Hirogawaranomi Town;35.25;135.77;2610300;0.5689
2610340;京都左京区田中;きょうとさきょうくたなか;Kyoto Sakyo Ward Tanaka;35.04;135.78;2610300;1.1778
2610400;京都中京区西ノ京;きょうとなかぎょうくにしのきょう;Kyoto Nakagyo Ward Nishinokyo;35.02;135.73;2610400;0.9472
2610440;京都中京区河原町御池;きょうとなかぎょうくかわらまちおいけ;Kyoto Nakagyo Ward Kawara Town Oike;35.01;135.77;2610400;1.2288
2610540;京都東山区清水;きょうとひがしやまくきよみず;Kyoto Higashiyama Ward Kiyomizu;35.00;135.78;2610500;1.1594
2610640;京都下京区河原町塩小路;きょうとしもぎょうくかわらまちしおこうじ;Kyoto Shimogyo Ward Kawara Town Shiokoji;34.99;135.76;2610600;1.2582
2610740;京都南区西九条;きょうとみなみくにしくじょう;Kyoto Minami Ward Nishikujo;34.97;135.75;2610700;1.2991
2610830;京都右京区京北周山町;きょうとうきょうくけいほくしゅうざんちょう;Kyoto Ukyo Ward Keihokushuzan Town;35.16;135.63;2610800;0.7833
2610841;京都右京区太秦;きょうとうきょうくうずまさ;Kyoto Ukyo Ward Uzumasa;35.01;135.71;2610800;0.9945
2610940;京都伏見区竹田;きょうとふしみくたけだ;Kyoto Fushimi Ward Takeda;34.96;135.76;2610900;1.2948
2610941;京都伏見区醍醐;きょうとふしみくだいご;Kyoto Fushimi Ward Daigo;34.95;135.81;2610900;2.0212
2636430;笠置町笠置;かさぎちょうかさぎ;Kasagi Town Kasagi;34.76;135.94;2636400;1.1487
2611020;京都山科区安朱川向町;きょうとやましなくあんしゅかわむかいちょう;Kyoto Yamashina Ward Anshukawamukai Town;35.00;135.82;2611000;0.5689
2611140;京都西京区樫原;きょうとにしきょうくかたぎはら;Kyoto Nishikyo Ward Katagihara;34.98;135.69;2611100;1.1970
2611141;京都西京区大枝;きょうとにしきょうくおおえ;Kyoto Nishikyo Ward Ooe;34.97;135.68;2611100;0.8898
2620400;宇治市宇治琵琶;うじしうじびわ;Uji City Ujibiwa;34.88;135.80;2620400;1.0207
2620420;宇治市折居台;うじしおりいだい;Uji City Oriidai;34.88;135.805;2620400;0.9665
2620600;亀岡市安町;かめおかしやすまち;Kameoka City Yasu Town;35.01;135.57;2620600;0.5689
2620620;亀岡市余部町;かめおかしあまるべちょう;Kameoka City Amarube Town;35.02;135.56;2620600;0.8952
2620731;城陽市寺田;じょうようしてらだ;Joyo City Terada;34.85;135.78;2620700;1.2841
2620830;向日市寺戸町;むこうしてらどちょう;Muko City Terado Town;34.95;135.70;2620800;1.0003
2620931;長岡京市開田;ながおかきょうしかいでん;Nagaokakyo City Kaiden;34.93;135.69;2620900;1.2355
2621030;八幡市八幡;やわたしやわた;Yawata City Yawata;34.87;135.71;2621000;2.0480
2630331;大山崎町円明寺;おおやまざきちょうえんみょうじ;Oyamazaki Town Enmyoji;34.90;135.69;2630300;2.0604
2632230;久御山町田井;くみやまちょうたい;Kumiyama Town Tai;34.88;135.73;2610900;1.9397
2621130;京田辺市田辺;きょうたなべしたなべ;Kyotanabe City Tanabe;34.81;135.77;2621100;1.1760
2634331;井手町井手;いでちょういで;Ide Town Ide;34.80;135.81;2634300;0.8944
2611040;京都山科区西野;きょうとやましなくにしの;Kyoto Yamashina Ward Nishino;34.99;135.81;2611000;1.1802
2646531;与謝野町岩滝;よさのちょういわたき;Yosano Town Iwataki;35.57;135.15;2646500;1.3848
2712330;大阪淀川区木川東;おおさかよどがわくきかわひがし;Osaka Yodogawa Ward Kikawahigashi;34.73;135.49;2712300;2.0049
2712531;大阪住之江区御崎;おおさかすみのえくみさき;Osaka Suminoe Ward Misaki;34.61;135.48;2712500;2.0293
2721332;泉佐野市りんくう往来;いずみさのしりんくうおうらい;Izumisano City Rinkuuorai;34.41;135.30;2721300;1.7114
2721333;泉佐野市市場;いずみさのしいちば;Izumisano City Ichiba;34.41;135.33;2721300;1.0789
2721400;富田林市本町;とんだばやししほんまち;Tondabayashi City Hon Town;34.50;135.60;2721400;1.0644
2721430;富田林市高辺台;とんだばやししたかべだい;Tondabayashi City Takabedai;34.50;135.57;2721400;1.1603
2721620;河内長野市清見台;かわちながのしきよみだい;Kawachinagano City Kiyomidai;34.44;135.58;2721600;0.9264
2721630;河内長野市原町;かわちながのしはらちょう;Kawachinagano City Hara Town;34.46;135.56;2721600;0.8741
2721730;松原市阿保;まつばらしあお;Matsubara City Ao;34.58;135.55;2721700;1.2889
2721932;大阪和泉市府中町;おおさかいずみしふちゅうちょう;Osaka Izumi City Fuchu Town;34.48;135.42;2721900;1.2600
2722231;羽曳野市誉田;はびきのしこんだ;Habikino City Konda;34.56;135.61;2722200;1.0040
2722530;高石市加茂;たかいししかも;Takaishi City Kamo;34.52;135.44;2722500;1.4970
2722630;藤井寺市岡;ふじいでらしおか;Fujiidera City Oka;34.57;135.60;2722600;1.0634
2722820;泉南市男里;せんなんしおのさと;Sennan City Onosato;34.37;135.26;2722800;1.0754
2722830;泉南市信達市場;せんなんししんだちいちば;Sennan City Shin'dachiichiba;34.37;135.27;2722800;1.0541
2723130;大阪狭山市狭山;おおさかさやましさやま;Osaka Sayama City Sayama;34.50;135.56;2723100;1.0441
2720831;貝塚市畠中;かいづかしはたけなか;Kaizuka City Hatakenaka;34.44;135.36;2720800;1.1346
2723230;阪南市尾崎町;はんなんしおざきちょう;Hannan City Ozaki Town;34.36;135.24;2723200;1.0861
2736130;熊取町野田;くまとりちょうのだ;Kumatori Town Noda;34.40;135.35;2736100;0.9612
2736200;関西国際空港;かんさいこくさいくうこう;Kansai International Airport;34.43;135.24;2736200;1.8494
2736230;田尻町嘉祥寺;たじりちょうかしょうじ;Tajiri Town Kashoji;34.39;135.29;2736200;1.1933
2736630;大阪岬町深日;おおさかみさきちょうふけ;Osaka Misaki Town Fuke;34.32;135.14;2736600;1.4761
2738130;大阪太子町山田;おおさかたいしちょうやまだ;Osaka Taishi Town Yamada;34.52;135.65;2738100;0.8431
2738230;河南町白木;かなんちょうしらき;Kanan Town Shiraki;34.49;135.63;2738200;0.8792
2738333;千早赤阪村水分;ちはやあかさかむらすいぶん;Chihayaakasaka Village Suibun;34.46;135.62;2738300;0.8346
2714200;大阪堺市中区深井清水町;おおさかさかいしなかくふかいしみずちょう;Osaka Sakai City Naka Ward Fukaishimizu Town;34.53;135.49;2714200;1.2763
2714120;大阪堺市堺区山本町;おおさかさかいしさかいくやまもとちょう;Osaka Sakai City Sakai Ward Yamamoto Town;34.59;135.47;2714100;2.0426
2714131;大阪堺市堺区市役所;おおさかさかいしさかいくしやくしょ;Osaka Sakai City Sakai Ward City Hall;34.57;135.48;2714100;1.4857
2714132;大阪堺市堺区大浜南町;おおさかさかいしさかいくおおはまみなみまち;Osaka Sakai City Sakai Ward Ohama Minami Town;34.57;135.46;2714100;2.1706
2714730;大阪堺市美原区黒山;おおさかさかいしみはらくくろやま;Osaka Sakai City Mihara Ward Kuroyama;34.54;135.56;2714700;1.1661
2714330;大阪堺市東区日置荘原寺町;おおさかさかいしひがしくひきしょうはらでらまち;Osaka Sakai City Higashi Ward Hikishoharadera Town;34.54;135.54;2714300;1.2292
2714431;大阪堺市西区鳳東町;おおさかさかいしにしくおおとりひがしまち;Osaka Sakai City Nishi Ward Otorihigashi Town;34.54;135.46;2714400;1.7943
2734132;忠岡町忠岡東;ただおかちょうただおかひがし;Tadaoka Town Tadaokahigashi;34.49;135.40;2734100;1.7252
2712430;大阪鶴見区横堤;おおさかつるみくよこづつみ;Osaka Tsurumi Ward Yokozutsumi;34.70;135.57;2712400;2.3473
2720631;泉大津市東雲町;いずみおおつししののめちょう;Izumiotsu City Shinonome Town;34.50;135.41;2720600;2.0986
2720221;岸和田市畑町;きしわだしはたまち;Kishiwada City Hata Town;34.44;135.39;2720200;1.0563
2712630;大阪平野区平野南;おおさかひらのくひらのみなみ;Osaka Hirano Ward Hiranominami;34.62;135.56;2712600;2.2461
2712730;大阪北区茶屋町;おおさかきたくちゃやまち;Osaka Kita Ward Chaya Town;34.71;135.50;2712700;1.4425
2712800;大阪中央区大手前;おおさかちゅうおうくおおてまえ;Osaka Chuuo Ward Otemae;34.68;135.52;2712800;1.3274
2712831;大阪中央区大阪府庁;おおさかちゅうおうくおおさかふちょう;Osaka Chuuo Ward Osakafucho;34.69;135.52;2712800;1.3935
2720300;大阪国際空港;おおさかこくさいくうこう;Osaka International Airport;34.79;135.44;2820700;1.3314
2720320;豊中市曽根南町;とよなかしそねみなみまち;Toyonaka City Sone Minami Town;34.77;135.47;2720300;1.1025
2720330;豊中市中桜塚;とよなかしなかさくらづか;Toyonaka City Nakasakurazuka;34.78;135.47;2720300;1.0454
2720430;池田市城南;いけだしじょうなん;Ikeda City Jonan;34.82;135.43;2720400;1.2604
2720530;吹田市内本町;すいたしうちほんまち;Suita City Uchihon Town;34.76;135.52;2720500;1.4425
2720700;高槻市桃園町;たかつきしとうえんちょう;Takatsuki City Touen Town;34.85;135.62;2720700;2.0947
2720720;高槻市立第２中学校;たかつきしりつだいにちゅうがっこう;Takatsuki City Municipal No. 2 Middle School;34.86;135.60;2720700;1.2588
2720732;高槻市消防本部;たかつきししょうぼうほんぶ;Takatsuki City Fire Department;34.84;135.61;2720700;2.1609
2720931;守口市京阪本通;もりぐちしけいはんほんどおり;Moriguchi City Keihanhondori;34.74;135.56;2711700;1.9397
2721031;枚方市大垣内;ひらかたしおおがいと;Hirakata City Ogaito;34.81;135.65;2721000;1.3025
2720230;岸和田市役所;きしわだしやくしょ;Kishiwada City Hall;34.46;135.375;2720200;1.2313
2721130;茨木市東中条町;いばらきしひがしちゅうじょうちょう;Ibaraki City Higashichujo Town;34.81;135.57;2721100;2.1444
2721530;寝屋川市本町;ねやがわしほんまち;Neyagawa City Hon Town;34.77;135.63;2721500;1.3556
2721831;大東市新町;だいとうししんまち;Daito City Shinmachi;34.70;135.62;2722700;2.2438
2722000;箕面市箕面;みのおしみのお;Mino City Mino;34.83;135.47;2722000;0.8966
2722131;柏原市安堂町;かしわらしあんどうちょう;Kashiwara City Ando Town;34.58;135.63;2722100;1.2510
2722330;門真市中町;かどましなかまち;Kadoma City Nakamachi;34.74;135.59;2722300;2.2815
2722430;摂津市三島;せっつしみしま;Settsu City Mishima;34.78;135.56;2722400;2.1740
2722731;東大阪市荒本北;ひがしおおさかしあらもときた;Higashiosaka City Aramotokita;34.68;135.60;2722700;2.3190
2722930;四條畷市西中野;しじょうなわてしにしなかの;Shijonawate City Nishinakano;34.74;135.64;2722900;1.2907
2723030;交野市私部;かたのしきさべ;Katano City Kisabe;34.79;135.68;2723000;1.0263
2730130;島本町若山台;しまもとちょうわかやまだい;Shimamoto Town Wakayamadai;34.89;135.66;2730100;0.6689
2732130;豊能町余野;とよのちょうよの;Toyono Town Yono;34.92;135.49;2732100;0.8617
2732221;能勢町森上;のせちょうもりがみ;Nose Town Morigami;34.97;135.40;2732200;0.7974
2732231;能勢町宿野;のせちょうしゅくの;Nose Town Shukuno;34.97;135.41;2732200;0.7994
2720200;岸和田市岸城町;きしわだしきしきちょう;Kishiwada City Kishiki Town;34.46;135.37;2720200;1.2566
2721230;八尾市本町;やおしほんまち;Yao City Hon Town;34.63;135.60;2721200;1.8037
2646530;与謝野町加悦;よさのちょうかや;Yosano Town Kaya;35.50;135.10;2646500;1.4093
2621237;京丹後市弥栄町溝谷;きょうたんごしやさかちょうみぞたに;Kyotango City Yasaka Town Mizotani;35.66;135.09;2621200;1.3409
2621236;京丹後市網野町;きょうたんごしあみのちょう;Kyotango City Amino Town;35.68;135.03;2621200;1.7490
2454331;三重紀北町相賀;みえきほくちょうあいが;Mie Kihoku Town Aiga;34.11;136.23;2454300;1.7490
2454333;三重紀北町東長島;みえきほくちょうひがしながしま;Mie Kihoku Town Higashinagashima;34.21;136.34;2454300;1.4425
2420301;伊勢市矢持町;いせしやもちちょう;Ise City Yamochi Town;34.39;136.70;2420300;0.5689
2420321;伊勢市楠部町;いせしくすべちょう;Ise City Kusube Town;34.49;136.73;2420300;1.0182
2420334;伊勢市岩淵;いせしいわぶち;Ise City Iwabuchi;34.49;136.71;2420300;1.5084
2420335;伊勢市二見町茶屋;いせしふたみちょうちゃや;Ise City Futami Town Chaya;34.51;136.78;2420300;1.4425
2420336;伊勢市小俣町元町;いせしおばたちょうもとまち;Ise City Obata Town Motomachi;34.51;136.67;2420300;1.0729
2420337;伊勢市御薗町長屋;いせしみそのちょうながや;Ise City Misono Town Nagaya;34.51;136.71;2420300;2.2427
2421132;鳥羽市鳥羽;とばしとば;Toba City Toba;34.48;136.84;2421100;0.5689
2421502;志摩市志摩町越賀;しまししまちょうこしか;Shima City Shima Town Koshika;34.26;136.79;2421500;1.2078
2421521;志摩市志摩町布施田;しまししまちょうふせだ;Shima City Shima Town Fuseda;34.25;136.82;2421500;1.4425
2421536;志摩市大王町波切;しましだいおうちょうなきり;Shima City Daio Town Nakiri;34.28;136.88;2421500;1.1756
2421539;志摩市磯部町迫間;しましいそべちょうはさま;Shima City Isobe Town Hasama;34.38;136.80;2421500;0.9478
2421538;志摩市阿児町鵜方;しましあごちょううがた;Shima City Ago Town Ugata;34.33;136.83;2421500;1.1815
2454300;三重紀北町十須;みえきほくちょうじゅうす;Mie Kihoku Town Jusu;34.24;136.27;2454300;0.5689
2421540;志摩市浜島町浜島;しましはまじまちょうはまじま;Shima City Hamaji Town Yohamajima;34.30;136.76;2421500;1.4761
2444334;大台町江馬;おおだいちょうえま;Odai Town Ema;34.36;136.34;2444300;0.5689
2446131;玉城町田丸;たまきちょうたまる;Tamaki Town Tamaru;34.49;136.63;2446100;0.9755
2447032;度会町棚橋;わたらいちょうたなはし;Watarai Town Tanahashi;34.44;136.62;2447000;0.5689
2520201;彦根市城町;ひこねししろまち;Hikone City Shiro Town;35.28;136.24;2520200;0.0000
2520220;彦根市西今町;ひこねしにしいまちょう;Hikone City Nishiima Town;35.25;136.24;2520200;1.9365
2520230;彦根市元町;ひこねしもとまち;Hikone City Motomachi;35.27;136.26;2520200;1.9392
2520320;長浜市公園町;ながはましこうえんちょう;Nagahama City Park Cho;35.38;136.26;2520300;1.8779
2520331;長浜市内保町;ながはましうちぼちょう;Nagahama City Uchibo Town;35.43;136.30;2520300;1.1280
2520334;長浜市湖北町速水;ながはましこほくちょうはやみ;Nagahama City Kohoku Town Hayami;35.45;136.24;2520300;1.9326
2520335;長浜市高月町渡岸寺;ながはましたかつきちょうどうがんじ;Nagahama City Takatsuki Town Doganji;35.47;136.23;2520300;1.9672
2520336;長浜市木之本町木之本;ながはましきのもとちょうきのもと;Nagahama City Kinomoto Town Kinomoto;35.50;136.22;2520300;1.9244
2520337;長浜市余呉町中之郷;ながはましよごちょうなかのごう;Nagahama City Yogo Town Nakanogo;35.54;136.20;2520300;1.9077
2520339;長浜市西浅井町大浦;ながはましにしあざいちょうおおうら;Nagahama City Nishiazai Town Ora;35.50;136.12;2520300;0.6689
2520340;長浜市八幡東町;ながはましやわたひがしちょう;Nagahama City Yawata Higashi Town;35.38;136.28;2520300;1.1570
2444333;大台町佐原;おおだいちょうさわら;Odai Town Sawara;34.39;136.41;2447100;0.8382
2520341;長浜市宮部町;ながはましみやべちょう;Nagahama City Miyabe Town;35.42;136.27;2520300;1.1627
2447231;南伊勢町神前浦;みなみいせちょうかみさきうら;Minamiise Town Kamisakiura;34.28;136.50;2447200;0.5689
2447133;三重大紀町大内山;みえたいきちょうおおうちやま;Mie Taiki Town Ochiyama;34.28;136.36;2447100;0.8181
2420422;松阪市魚町;まつさかしうおまち;Matsusaka City Uo Town;34.58;136.53;2420400;1.3571
2420432;松阪市曽原町;まつさかしそはらちょう;Matsusaka City Sohara Town;34.63;136.52;2420400;1.9750
2420434;松阪市飯高町宮前;まつさかしいいたかちょうみやまえ;Matsusaka City Iitaka Town Miyamae;34.43;136.33;2420400;0.5689
2420435;松阪市殿町;まつさかしとのまち;Matsusaka City Tono Town;34.58;136.535;2420400;1.4049
2420436;松阪市飯南町粥見;まつさかしいいなんちょうかゆみ;Matsusaka City Iinan Town Kayumi;34.45;136.39;2420400;0.8339
2420437;松阪市嬉野町;まつさかしうれしのちょう;Matsusaka City Ureshino Town;34.62;136.48;2420400;1.8156
2420830;名張市鴻之台;なばりしこうのだい;Nabari City Konodai;34.63;136.11;2420800;0.8148
2444133;多気町相可;たきちょうおうか;Taki Town Oka;34.50;136.55;2444100;1.2819
2444134;多気町朝柄;たきちょうあさがら;Taki Town Asagara;34.46;136.46;2444100;0.8716
2444230;三重明和町馬之上;みえめいわちょううまのうえ;Mie Meiwa Town Umanoue;34.55;136.62;2444200;1.2364
2421601;伊賀市緑ケ丘本町;いがしみどりがおかほんまち;Iga City Midorigaokahon Town;34.76;136.14;2421600;0.8603
2421620;伊賀市小田町;いがしおたちょう;Iga City Ota Town;34.77;136.11;2421600;1.4404
2421631;伊賀市下柘植;いがししもつげ;Iga City Shimotsuge;34.83;136.22;2421600;0.8408
2421632;伊賀市島ヶ原;いがししまがはら;Iga City Shimagahara;34.77;136.06;2421600;0.8464
2447230;南伊勢町五ヶ所浦;みなみいせちょうごかしょうら;Minamiise Town Gokashora;34.35;136.70;2447200;1.7490
2421637;伊賀市四十九町;いがししじゅうくまち;Iga City Shijuku Town;34.75;136.14;2421600;1.0057
2421639;伊賀市馬場;いがしばば;Iga City Baba;34.83;136.18;2421600;0.9909
2421640;伊賀市阿保;いがしあお;Iga City Ao;34.67;136.18;2421600;0.9660
2420901;尾鷲市南陽町;おわせしなんようちょう;Owase City Nanyo Town;34.07;136.19;2420900;0.9280
2420920;尾鷲市南浦;おわせしみなみうら;Owase City Minamiura;34.06;136.17;2420900;0.6689
2420930;尾鷲市中央町;おわせしちゅうおうちょう;Owase City Chuuo Town;34.07;136.195;2420900;0.9801
2421220;熊野市有馬町;くまのしありまちょう;Kumano City Arima Town;33.88;136.08;2421200;0.9571
2421230;熊野市井戸町;くまのしいどちょう;Kumano City Ido Town;33.89;136.10;2421200;1.7490
2421232;熊野市紀和町板屋;くまのしきわちょういたや;Kumano City Kiwa Town Itaya;33.88;135.92;2421200;0.9994
2456100;三重御浜町寺谷総合公園;みえみはまちょうてらだにそうごうこうえん;Mie Mihama Town Teradanisogo Park;33.82;136.03;2456100;0.6689
2456131;三重御浜町阿田和;みえみはまちょうあたわ;Mie Mihama Town Atawa;33.81;136.05;2456100;0.0000
2456231;紀宝町鵜殿;きほうちょううどの;Kiho Town Udono;33.73;136.01;2456200;1.7490
2456232;紀宝町神内;きほうちょうこうのうち;Kiho Town Konochi;33.75;136.01;2456200;1.4998
2447130;三重大紀町滝原;みえたいきちょうたきはら;Mie Taiki Town Takihara;34.36;136.42;2447100;0.8342
2447131;三重大紀町錦;みえたいきちょうにしき;Mie Taiki Town Nishiki;34.22;136.40;2447100;0.5689
2421638;伊賀市平田;いがしひらた;Iga City Hirata;34.76;136.22;2421600;0.9785
2520342;長浜市難波町;ながはましなんばちょう;Nagahama City Nanba Town;35.41;136.23;2520300;1.9112
2544130;豊郷町石畑;とよさとちょういしばたけ;Toyosato Town Ishibatake;35.20;136.23;2544100;1.1470
2544230;甲良町在士;こうらちょうざいじ;Kora Town Zaiji;35.20;136.26;2544200;1.1312
2520932;甲賀市甲南町;こうかしこうなんちょう;Koka City Konan Town;34.93;136.17;2520900;0.8285
2520933;甲賀市信楽町;こうかししがらきちょう;Koka City Shigaraki Town;34.88;136.06;2520900;0.9416
2520934;甲賀市甲賀町相模;こうかしこうかちょうさがみ;Koka City Koka Town Sagami;34.90;136.22;2520900;0.8241
2521300;東近江市君ヶ畑町;ひがしおうみしきみがはたちょう;Higashiomi City Kimigahata Town;35.14;136.39;2521300;0.5689
2521320;東近江市上二俣町;ひがしおうみしかみふたまたちょう;Higashiomi City Kamifutamata Town;35.07;136.29;2521300;0.8416
2521334;東近江市池庄町;ひがしおうみしいけしょうちょう;Higashiomi City Ikesho Town;35.13;136.25;2521300;0.9589
2521335;東近江市市子川原町;ひがしおうみしいちこかわらちょう;Higashiomi City Ichikokawara Town;35.06;136.18;2521300;1.1331
